MFAEnabled,License,UserPrincipalName,AccountEnabled,GivenName,Surname,MailNickName,Manager,JobTitle,Department,Mobile,Telephone,Office,StreetAddress,City,Country,State,PostCode,UsageLocation,ShowInAddressList
TRUE,DEVELOPERPACK,Marc.Faerber,TRUE,Marc,Faerber,Marc.Faerber,David Simpson,Salesperson,Sales,07232 141126,0141 222 2911 Ext 1126,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Kari.Furse,TRUE,Kari,Furse,Kari.Furse,Jose Saraiva,Salesperson,Sales,07232 141127,0141 222 2911 Ext 1127,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Karen.Berg,TRUE,Karen,Berg,Karen.Berg,Julian Isla,Sr. Account Manager,Senior Management,07232 141128,0141 222 2911 Ext 1128,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Ian.Tien,TRUE,Ian,Tien,Ian.Tien,Amy Alberts,HR Specialist,Human Resources,07213 204547,0207 762 1242 Ext 4547,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Scott.Gode,TRUE,Scott,Gode,Scott.Gode,David Simpson,Salesperson,Sales,07213 204548,0207 762 1242 Ext 4548,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Gina.Boyer,TRUE,Gina,Boyer,Gina.Boyer,Arthur Yasinski,Salesperson,Sales,07213 204549,0207 762 1242 Ext 4549,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Annelie.Zubar,TRUE,Annelie,Zubar,Annelie.Zubar,Jose Saraiva,Salesperson,Sales,07213 204550,0207 762 1242 Ext 4550,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,David.Bossard,TRUE,David,Bossard,David.Bossard,April Stewart,Salesperson,Sales,07213 204551,0207 762 1242 Ext 4551,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Alicia.Thomber,TRUE,Alicia,Thomber,Alicia.Thomber,David Simpson,Salesperson,Sales,07532 362293,01923 367 8362 Ext 2293,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Marcelo.Truffat,TRUE,Marcelo,Truffat,Marcelo.Truffat,Jose Saraiva,Salesperson,Sales,07213 204552,0207 762 1242 Ext 4552,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Tony.Madigan,TRUE,Tony,Madigan,Tony.Madigan,Carol Troup,Senior Engineer,Engineering Operations,07213 204553,0207 762 1242 Ext 4553,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Sunil.Koduri,TRUE,Sunil,Koduri,Sunil.Koduri,Carol Troup,Senior Engineer,Engineering Operations,07532 362294,01923 367 8362 Ext 2294,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Simon.Pearson,TRUE,Simon,Pearson,Simon.Pearson,Carol Troup,Senior Engineer,Engineering Operations,07213 204554,0207 762 1242 Ext 4554,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Paul.Duffy,TRUE,Paul,Duffy,Paul.Duffy,Carol Troup,Senior Engineer,Engineering Operations,07532 362295,01923 367 8362 Ext 2295,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Kate.Taneyhill,TRUE,Kate,Taneyhill,Kate.Taneyhill,Carol Troup,Senior Engineer,Engineering Operations,07532 362296,01923 367 8362 Ext 2296,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Chris.Gray,TRUE,Chris,Gray,Chris.Gray,Carol Troup,Senior Engineer,Engineering Operations,07213 204555,0207 762 1242 Ext 4555,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Stephen.Deming,TRUE,Stephen,Deming,Stephen.Deming,Carol Troup,Engineer,Engineering Operations,07213 204556,0207 762 1242 Ext 4556,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Olivier.Fontana,TRUE,Olivier,Fontana,Olivier.Fontana,Carol Troup,Engineer,Engineering Operations,07213 204557,0207 762 1242 Ext 4557,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Michelle.Fredette,TRUE,Michelle,Fredette,Michelle.Fredette,Carol Troup,Engineer,Engineering Operations,07213 204558,0207 762 1242 Ext 4558,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Arlene.Huff,TRUE,Arlene,Huff,Arlene.Huff,Jenni Merrifield,Strategy Consultant,Strategy Consulting,07232 141129,0141 222 2911 Ext 1129,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Pieter.Wycoff,TRUE,Pieter,Wycoff,Pieter.Wycoff,Kelly Krout,Marketing Specialist,Marketing,07213 204559,0207 762 1242 Ext 4559,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Erwin.Zischka,TRUE,Erwin,Zischka,Erwin.Zischka,Carol Troup,Engineer,Engineering Operations,07532 362297,01923 367 8362 Ext 2297,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Lukas.Keller,TRUE,Lukas,Keller,Lukas.Keller,Erika Cheley,Manager,Operations,07232 141130,0141 222 2911 Ext 1130,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Ken.Ewert,TRUE,Ken,Ewert,Ken.Ewert,Erika Cheley,Manager,Operations,07532 362298,01923 367 8362 Ext 2298,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Justin.Thorp,TRUE,Justin,Thorp,Justin.Thorp,Erika Cheley,Manager,Operations,07232 141131,0141 222 2911 Ext 1131,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Jon.Grande,TRUE,Jon,Grande,Jon.Grande,Erika Cheley,Manager,Operations,07213 204560,0207 762 1242 Ext 4560,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Jo.Berry,TRUE,Jo,Berry,Jo.Berry,Ben Spain,Manager,Operations,07532 362299,01923 367 8362 Ext 2299,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Hans.Gufler,TRUE,Hans,Gufler,Hans.Gufler,Ben Spain,Manager,Operations,07213 204561,0207 762 1242 Ext 4561,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,David.Bradley,TRUE,David,Bradley,David.Bradley,Ben Spain,Manager,Operations,07532 362300,01923 367 8362 Ext 2300,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Marie.Dubois,TRUE,Marie,Dubois,Marie.Dubois,Arturo Lopez,IT Manager,Operations,07213 204562,0207 762 1242 Ext 4562,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Kevin.Kennedy,TRUE,Kevin,Kennedy,Kevin.Kennedy,Arturo Lopez,IT Manager,Operations,07213 204563,0207 762 1242 Ext 4563,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Kai.Axford,TRUE,Kai,Axford,Kai.Axford,Arturo Lopez,IT Manager,Operations,07232 141132,0141 222 2911 Ext 1132,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Manish.Chopra,TRUE,Manish,Chopra,Manish.Chopra,Lene Aalling,Salesperson,Sales,07213 204564,0207 762 1242 Ext 4564,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Sunil.Uppal,TRUE,Sunil,Uppal,Sunil.Uppal,Kelly Krout,Public Relations Specialist,Marketing,07213 204565,0207 762 1242 Ext 4565,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Luis.Bonifaz,TRUE,Luis,Bonifaz,Luis.Bonifaz,Arthur Yasinski,Salesperson,Sales,07232 141133,0141 222 2911 Ext 1133,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Kevin.Verboort,TRUE,Kevin,Verboort,Kevin.Verboort,Arthur Yasinski,Salesperson,Sales,07532 362301,01923 367 8362 Ext 2301,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Christian.Jene,TRUE,Christian,Jene,Christian.Jene,Kelly Krout,Marketing Specialist,Marketing,07213 204566,0207 762 1242 Ext 4566,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Felipe.Martins,TRUE,Felipe,Martins,Felipe.Martins,Kelly Krout,Marketing Specialist,Marketing,07213 204567,0207 762 1242 Ext 4567,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,John.Evans,TRUE,John,Evans,John.Evans,Kelly Krout,Marketing Specialist,Marketing,07532 362302,01923 367 8362 Ext 2302,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Heinrich.Fischer,TRUE,Heinrich,Fischer,Heinrich.Fischer,Arturo Lopez,IT Manager,Operations,07996 401142,029 2048 6384 Ext 1142,Cardiff,Forgeside Close,Cardiff,Wales,,CF24 5FA,GB,TRUE
TRUE,DEVELOPERPACK,Kirk.Nason,TRUE,Kirk,Nason,Kirk.Nason,Jose Saraiva,Salesperson,Sales,07213 204568,0207 762 1242 Ext 4568,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Brian.Cox,TRUE,Brian,Cox,Brian.Cox,Keith Dishmo,Procurement Manager,Operations,07232 141134,0141 222 2911 Ext 1134,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Patricia.Doyle,TRUE,Patricia,Doyle,Patricia.Doyle,Lene Aalling,Salesperson,Sales,07213 204569,0207 762 1242 Ext 4569,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Ron.Gabel,TRUE,Ron,Gabel,Ron.Gabel,April Stewart,Salesperson,Sales,07213 204570,0207 762 1242 Ext 4570,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Shmuel.Yair,TRUE,Shmuel,Yair,Shmuel.Yair,David Simpson,Salesperson,Sales,07532 362303,01923 367 8362 Ext 2303,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Phyllis.Harris,TRUE,Phyllis,Harris,Phyllis.Harris,Kelly Krout,Marketing Specialist,Marketing,07232 141135,0141 222 2911 Ext 1135,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Jenny.Lysaker,TRUE,Jenny,Lysaker,Jenny.Lysaker,April Stewart,Salesperson,Sales,07996 401143,029 2048 6384 Ext 1143,Cardiff,Forgeside Close,Cardiff,Wales,,CF24 5FA,GB,TRUE
TRUE,DEVELOPERPACK,Jordao.Moreno,TRUE,Jordao,Moreno,Jordao.Moreno,Kelly Krout,Marketing Specialist,Marketing,07532 362304,01923 367 8362 Ext 2304,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Josh.Edwards,TRUE,Josh,Edwards,Josh.Edwards,Lene Aalling,Salesperson,Sales,07213 204571,0207 762 1242 Ext 4571,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Chris.Johnson,TRUE,Chris,Johnson,Chris.Johnson,Kelly Krout,Marketing Specialist,Marketing,07996 401144,029 2048 6384 Ext 1144,Cardiff,Forgeside Close,Cardiff,Wales,,CF24 5FA,GB,TRUE
TRUE,DEVELOPERPACK,Kris.Johnsen,TRUE,Kris,Johnsen,Kris.Johnsen,Arturo Lopez,IT Manager,Operations,07213 204572,0207 762 1242 Ext 4572,London,9934 Highway Road,London,England,,EC3 1VO,GB,TRUE
TRUE,DEVELOPERPACK,Chris.Johnson,TRUE,Chris,Johnson,Chris.Johnson,Karim Manar,Accountant,Accounting,07232 141136,0141 222 2911 Ext 1136,Scotland,33 Nith Street,Glasgow,Scotland,,G12 1UR,GB,TRUE
TRUE,DEVELOPERPACK,Chris.F.Johnson,TRUE,Chris,Johnson,Chris.F.Johnson,Carol Troup,Senior Engineer,Engineering Operations,07532 362305,01923 367 8362 Ext 2305,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
TRUE,DEVELOPERPACK,Chris.Johnson2,TRUE,Chris,Johnson,Chris.Johnson2,April Stewart,Salesperson,Sales Engagement Management,07532 362306,01923 367 8362 Ext 2306,Watford,67 Manor Road,Watford,England,,WD32 5WF,GB,TRUE
